id,content,label1,category1,target1,label2,category2,target2,label3,category3,target3,true_label,true_category,true_target,pred_label,pred_category,pred_target
295,丙讲革命是为的要图利：不为图利，为什么要讲革命？,3,GS,GF,3,GS,GF,3,GS,IG,3,GS,GF,2.0,GS,IG
296,古代犯重罪为什么秋后问斩？因为秋天是分首的季节,4,DD,GG,4,NR,GF,1,NR,GF,4,NR,GF,1.0,NR,GF
297,愿天堂没有科研？ 那天堂怎么发展,2,GS,GF,2,GS,GF,3,GS,IG,2,GS,GF,2.0,GS,IG
298,今天我开的孤儿院发生了火灾，死了60个孤儿，谢天谢地，我不用告诉他们的父母,4,GS,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
299,学校新规定，跳楼的学生三代内不得考公,4,VO,IG,1,DD,IG,3,DD,IG,1,DD,IG,4.0,DT,IG
300,苦日子就像路易十六——没有头,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,GF
301,网友的想法就像肯尼迪坐敞篷车——脑洞大开,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DT,IS
302,我的心情就像安倍街头演说——心花怒放,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
303,韩朝对峙前线：韩国士兵：朝鲜弟兄们，你们难道要为了保卫将军的迈巴赫而战吗？朝鲜士兵：韩国弟兄们，你们难道要为了保卫韩女的特权而战吗？,3,VO,GG,3,GS,GG,3,GS,IG,3,GS,GG,3.0,GS,IG
304,Q：为什么摩羯在印度没有风眼？A：因为不敢,3,GS,IG,4,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
305,商鞅本来是六马分尸，被司马迁改成了五马分尸,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
306,禁止触摸，小心有电的标语下有一排对应的盲文,4,VO,GG,4,VO,IG,4,VO,IG,4,VO,IG,3.0,VO,IG
307,日本历史上最高的人造物是什么？是蘑菇云,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
308,神父开救生艇只能坐五个人，有人说还有10个孩子怎么办？ 神父说：滚现在我没时间干那些事,4,GS,IG,4,GS,IG,4,GS,IG,4,GS,IG,4.0,VO,IG
309,是什么实验你证明了水分子和铁原子碰撞会产生生物细胞？ 泰坦尼克号与冰山碰撞实验,4,DD,IG,4,DT,IG,4,DT,IG,4,DT,IG,2.0,DT,GG
310,你知道为什么外国人做出来的饭叫白人饭吗？因为以前的黑人没饭吃,4,VO,IG,4,GS,IG,4,GS,IG,4,GS,IG,4.0,VO,IG
311,为什么日本的男性普遍偏瘦，而且老龄化严重？ 因为胖子和小男孩在日本炸了,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
312,知道为什么美剧里面都是穿越去未来吗？因为穿越回过去就是英剧了,2,NR,GF,2,NR,IG,1,NR,IG,2,NR,IG,3.0,GS,IG
313,你知道非洲有什么不用手机就可以玩的游戏吗？ 部落冲突,3,GS,GG,3,GS,IG,3,GS,IG,3,GS,IG,4.0,VO,IG
314,为什么太阳会让人身价变低？因为太阳会让人变黑,3,GS,IG,3,VO,IG,3,VO,IG,3,VO,IG,3.0,GS,IG
315,德国历史上最高的建筑是什么？ 埃菲尔铁塔,3,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
316,你知道11/761等于什么吗？911,4,DT,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
317,18世纪英国人在非洲总干的一件事是什么？ 去黑头,4,DD,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,GS,IG
318,二郎神和夏侯惇相望就是四目对视,3,GS,IS,4,VO,IS,4,DD,IS,4,VO,IS,1.0,NR,GF
319,盲人戴手套和我们带降噪耳机是不是一个道理,3,VO,IG,3,VO,IG,4,VO,IG,3,VO,IG,3.0,VO,IG
320,科比获得过最大的奖是什么？螺旋桨,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
321,犹太人的冒险圣地是哪里？ 柏林,4,DD,IG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
322,黑人和枕头有什么共同点？ 越打棉花越多,4,DD,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,GS,IG
323,中国学生和冰雹的共同点？ 都会从天上掉下来,4,DD,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,GS,IG
324,篮球和科比有什么不同点？一个落地上弹得起来，一个落在地上弹不起来,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
325,别拿路易十六开玩笑了，他小时候是留守儿童,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DT,IS
326,圣诞老人问小朋友圣诞节想要什么，小朋友说保驰捷911，圣诞老人说只能许一个愿望哦,4,DT,GF,4,DT,IG,4,DT,IG,4,DT,IG,1.0,NR,GF
327,路易十六其实不能算作保守派？因为他没保住,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
328,路易十六为什么总是很疑惑？因为他摸不着头脑,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,IS
329,为什么君子一言驷马难追？因为五马的是商鞅,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,GF
330,早起的鸟儿有虫吃，更早起的鸟儿吃什么？ 普罗米修斯,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,1.0,NR,GF
331,我觉得美国登月不是假的。因为月球上没有原住民,4,DT,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,GS,IG
332,美国为什么非要实行反堕胎法啊，就不能忍忍等孩子长大了去学校再被枪毙吗？,3,DT,GG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IG
333,刘禅发现打仗的时候后勤跟不上，诸葛亮便说：侍中，侍郎郭攸之，费祎，董允等……刘禅问：他们擅长统领补给军队？诸葛亮：此皆良实,2,NR,GF,1,NR,IG,2,GS,IG,2,NR,IG,1.0,NR,GF
334,你知道千层面和双子塔的共同点吗？每一层都是碎肉,4,DT,GF,4,DT,IG,4,DT,IG,4,DT,IG,2.0,DT,IG
335,芭比：我的初代产品发布在日本。 奥本海默：巧了，我的也是,4,DT,GG,4,DT,IG,4,DT,IG,4,DT,IG,4.0,DT,IS
336,孙悟空逃不出如来佛祖的手掌心，但是能逃出耶稣的手掌心,3,DD,IS,3,DD,IS,3,DD,IS,3,DD,IS,3.0,GS,IG
337,黑人女性如何测试自己怀孕？ 把卫生棉条放进去，如果没有棉花了，那就是怀孕了,3,GS,GG,4,GS,IG,4,GS,IG,4,GS,IG,4.0,GS,IG
338,科比和相机的共同点是什么？ 变焦,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
339,为什么医院需要冷气？因为植物人需要保鲜,4,GS,IG,4,GS,IG,4,GS,IG,4,GS,IG,4.0,VO,IG
340,怎么区分小S和大S，死者为大,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
341,世界卫生组织给非洲捐了很多药物，但是非洲还是疟疾横行，因为药都得在饭后服用，非洲人吃不起饭,2,VO,GF,2,VO,IG,2,VO,IG,2,VO,IG,4.0,VO,IG
342,科学创造了飞机和高楼大厦，宗教把它们连在一起,4,DT,GF,4,DT,IG,4,DT,IG,4,DT,IG,3.0,GS,IG
343,日本动漫里都是天降小女孩，因为日本真的天降过小男孩,4,DD,GG,4,DT,IG,4,DT,IG,4,DT,IG,3.0,DT,IG
344,在美国监狱里吃子弹的概率比在学校里低,3,DT,IG,4,GS,IG,4,GS,IG,4,GS,IG,3.0,DT,IG
345,为什么中国人不过感恩节，因为没杀过印第安人,4,DT,IG,4,GS,IG,4,GS,IG,4,GS,IG,4.0,DT,IG
346,耐克和三k党的共同点是都能让黑人跑得快,3,VO,GG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,GS,IG
347,上帝是黑人，因为每个人都叫他父亲而且没人见过他,3,VO,GG,4,VO,IG,4,VO,IG,4,VO,IG,3.0,GS,IG
348,为什么黑人的爹没有啤酒肚，因为没人见过黑人的爹长什么样,4,VO,GG,3,VO,IG,3,VO,IG,3,VO,IG,4.0,GS,IG
349,自行车和黑人的区别是，自行车被铁链拴着的时候不会叫,4,VO,IG,4,VO,IG,4,VO,IG,4,VO,IG,4.0,VO,IG
350,按印度女人头上的红点能让她爆炸,3,VO,IG,2,GS,IG,2,GS,IG,2,GS,IG,4.0,GS,IG
351,我和奶奶一起玩堆沙堡，玩到一半我妈喊我去吃饭。现在要紧的是想办法把奶奶扫起来装回去,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,4.0,DD,IS
352,三体看完了，总觉得人物描写有些不立体,2,GS,GF,2,NR,GF,2,NR,GF,2,NR,GF,1.0,NR,GF
353,为什么商鞅的行刑画面没有以任何形式记录下来，因为五马的不能过审,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
354,尸体和游泳池的共同点是什么？刚进去的时候都有点凉,4,DD,GG,4,DD,GG,4,DD,GG,4,DD,GG,4.0,DD,GG
355,马德堡半球实验证明了商鞅心中确实有气,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,NR,IS
356,被车撞成植物人，输液该输尿素还是葡萄糖,3,DD,IG,2,VO,IG,2,VO,IG,2,VO,IG,4.0,VO,IG
357,英语老师因为宣传宗教被警察带着抓走了，因为她一直在说主将从现,2,DT,GF,3,NR,IG,3,NR,IG,3,NR,IG,3.0,GS,IG
358,商鞅死前的最后一句话是什么？ 驾！,4,DD,IS,4,DD,IS,4,DD,IS,4,DD,IS,2.0,DD,IS
359,孤儿院的老师告诉小朋友们一年只有363天,4,DD,IG,4,DD,IG,4,DD,IG,4,DD,IG,4.0,VO,IG
360,中国最喜欢拿铁的两个地区 上海和河南,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
361,什么事情有概率为0，去成都街上随便找一个男生有概率为0,2,GS,GG,2,GS,IG,2,GS,IG,2,GS,IG,3.0,GS,IG
362,飞机路过山东的时候女性乘客要收起小桌板,3,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
363,墨西哥人为什么不玩uno， 因为他们永远拿不到绿卡,2,GS,IG,3,GS,IG,3,GS,IG,3,GS,IG,3.0,GS,IG
